GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4e76dcd1
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x28db81ff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=72 name=72 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=73 name=73 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=74 name=74 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=75 name=75 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=76 name=76 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=77 name=77 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=78 name=78 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=79 name=79 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=8 name=8 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=80 name=80 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=8000 name=8000 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=81 name=81 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=82 name=82 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=83 name=83 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=84 name=84 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=85 name=85 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=86 name=86 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=87 name=87 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=88 name=88 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=8859 name=8859 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=89 name=89 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=9 name=9 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=90 name=90 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=91 name=91 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=92 name=92 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=93 name=93 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=94 name=94 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=95 name=95 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=96 name=96 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=97 name=97 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=98 name=98 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=99 name=99 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=AND name=AND type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=index name=index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=is name=is type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=Match name=Match type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=Message name=Message type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=MsgId name=MsgId type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=754 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=Specific name=Specific type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=594 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=SQL name=SQL type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=599 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=title name=title type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=491 notes=1 sig=0xff7fffff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=update name=update type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp DATA:msgId=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp name=Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=689 notes=2 sig=0x20dfe0ef
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=10000 name=minBalanace type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=402 notes=2 sig=0xf94771bb
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=and name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=596 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=595 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=596 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=DOUBLE name=DOUBLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=596 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=index name=index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=595 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=594 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=is name=is type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=match name=match type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=597 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=595 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=596 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=Specific name=Specific type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=598 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=SQL name=SQL type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=603 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=595 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=update name=update type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=596 notes=2 sig=0x429119f2
