GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4cacdc1b
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x2a718139
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=match name=match type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=Numeric name=Numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1502 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=or name=or type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=order name=order type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=Sql name=Sql type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1514 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=UPDATE name=UPDATE type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp DATA:minBalanace=With name=With type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp name=Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=608 notes=2 sig=0x113983cc
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=1 name=msgid type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=352 notes=3 sig=0x3293e0de
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=and name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=by name=by type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors name=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1558 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors name=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1550 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors name=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1554 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors name=Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1558 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=div name=div type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Double name=Double type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=from name=from type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1496 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Index name=Index type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1496 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=is name=is type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=match name=match type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=message name=message type=value linked=no browsers=0 browser_used=FAST dup=0 code=500 len=1278 notes=2 sig=0xff7ed75d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Numeric name=Numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1502 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=or name=or type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=SELECT name=SELECT type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Sql name=Sql type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1514 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=title name=title type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1302 notes=2 sig=0xff7ed75d
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=Update name=Update type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1500 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1498 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp DATA:msgid=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp name=Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=686 notes=2 sig=0x535d07d6
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=1 name=orderby type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=746 notes=3 sig=0x64cfa2a3
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=and name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1494 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=by name=by type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1492 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1488 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors name=Case06-InjectionInView-Numeric-PermissionBypass-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1558 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors name=Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1550 notes=3 sig=0x429248b7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp DATA:orderby=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors name=Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors type=value linked=no browsers=0 browser_used=FAST dup=1 code=500 len=1554 notes=3 sig=0x429248b7
